name,price,tdp,date,socket,category,speed,turbo,cpuCount,cores,logicals,rank,samples,brand,Kebutuhan_Tier,brand_encoded,target_encoded
Intel Core i7-6950X @ 3.00GHz,337.57,140.0,2016-06-01,LGA2011-v3,Desktop,3000.0,4000.0,1,10,2,432,498,Intel,Desain & Streaming,1,1
Intel Core i7-720QM @ 1.60GHz,219.95,45.0,2009-10-01,PGA988A,Laptop,1600.0,2800.0,1,4,2,2466,2828,Intel,Casual / Office,1,0
Intel Core i7-740QM @ 1.73GHz,99.95,45.0,2010-06-01,PGA988A,Laptop,1730.0,2930.0,1,4,2,2372,1995,Intel,Casual / Office,1,0
Intel Core i7-7500U @ 2.70GHz,539.0,15.0,2016-10-01,FCBGA1356,Laptop,2700.0,3500.0,1,2,2,1588,4960,Intel,Gaming,1,2
Intel Core i7-7567U @ 3.50GHz,733.99,28.0,2017-03-01,BGA1356,Laptop,3500.0,4000.0,1,2,2,1457,234,Intel,Gaming,1,2
Intel Core i7-7700 @ 3.60GHz,180.99,65.0,2016-12-01,LGA1151,Desktop,3600.0,4200.0,1,4,2,841,5559,Intel,Gaming,1,2
Intel Core i7-7700HQ @ 2.80GHz,378.0,45.0,2016-12-01,FCBGA1440,Laptop,2800.0,3800.0,1,4,2,1028,12294,Intel,Gaming,1,2
Intel Core i7-7700K @ 4.20GHz,248.44,95.0,2016-10-01,	LGA 1151,Desktop,4200.0,4500.0,1,4,2,773,10464,Intel,Gaming,1,2
Intel Core i7-7700T @ 2.90GHz,183.68,35.0,2017-02-01,FCLGA1151,Desktop,2900.0,3800.0,1,4,2,938,413,Intel,Gaming,1,2
Intel Core i7-7740X @ 4.30GHz,103.9,112.0,2017-07-01,FCLGA2066,Desktop,4300.0,4500.0,1,4,2,765,180,Intel,Gaming,1,2
Intel Core i7-7800X @ 3.50GHz,435.99,140.0,2017-06-01,FCLGA2066,Desktop,3500.0,4000.0,1,6,2,620,505,Intel,Gaming,1,2
Intel Core i7-7820EQ @ 3.00GHz,378.0,45.0,2019-06-01,FCBGA1440,Laptop,3000.0,3700.0,1,4,2,959,2,Intel,Gaming,1,2
Intel Core i7-7820HK @ 2.90GHz,378.0,45.0,2017-01-01,FCBGA1440,Laptop,2900.0,3900.0,1,4,2,944,516,Intel,Gaming,1,2
Intel Core i7-7820HQ @ 2.90GHz,378.0,45.0,2017-02-01,FCBGA1440,Laptop,2900.0,3900.0,1,4,2,998,1021,Intel,Gaming,1,2
Intel Core i7-7820X @ 3.60GHz,709.0,140.0,2017-06-01,FCLGA2066,Desktop,3600.0,4300.0,1,8,2,434,935,Intel,Desain & Streaming,1,1
Intel Core i7-7920HQ @ 3.10GHz,568.0,45.0,2017-04-01,FCBGA1440,Laptop,3100.0,4100.0,1,4,2,956,153,Intel,Gaming,1,2
Intel Core i7-8086K @ 4.00GHz,681.99,95.0,2018-06-01,FCLGA1151-2,Desktop,4000.0,5000.0,1,6,2,536,1260,Intel,Gaming,1,2
Intel Core i7-820QM @ 1.73GHz,129.0,45.0,2009-10-01,PGA988A,Laptop,1730.0,3060.0,1,4,2,2427,415,Intel,Casual / Office,1,0
Intel Core i7-840QM @ 1.87GHz,338.9,45.0,2010-07-01,PGA988A,Laptop,1870.0,3200.0,1,4,2,2283,227,Intel,Casual / Office,1,0
Intel Core i7-8500Y @ 1.50GHz,393.0,5.0,2018-10-01,FCBGA1515,Laptop,1500.0,4200.0,1,2,2,1975,62,Intel,Gaming,1,2
Intel Core i7-8557U @ 1.70GHz,431.0,15.0,2019-12-01,FCBGA1528,Laptop,1700.0,4500.0,1,4,2,886,10,Intel,Gaming,1,2
Intel Core i7-8559U @ 2.70GHz,617.0,28.0,2018-08-01,FCBGA1528,Laptop,2700.0,4500.0,1,4,2,840,310,Intel,Gaming,1,2
Intel Core i7-8565U @ 1.80GHz,615.0,15.0,2018-08-01,FCBGA1356,Laptop,1800.0,4600.0,1,4,2,1127,2339,Intel,Gaming,1,2
Intel Core i7-8569U @ 2.80GHz,431.0,28.0,2020-02-01,FCBGA1528,Laptop,2800.0,4700.0,1,4,2,864,43,Intel,Gaming,1,2
Intel Core i7-860 @ 2.80GHz,43.99,95.0,2009-09-01,LGA1156,Desktop,2800.0,3460.0,1,4,2,1822,3918,Intel,Casual / Office,1,0
Intel Core i7-860S @ 2.53GHz,160.0,82.0,2011-04-01,LGA1156,Desktop,2530.0,3460.0,1,4,2,1868,7,Intel,Casual / Office,1,0
Intel Core i7-8650U @ 1.90GHz,1049.0,15.0,2017-08-01,FC-BGA1356,Laptop,1900.0,4200.0,1,4,2,1117,2243,Intel,Gaming,1,2
Intel Core i7-8665U @ 1.90GHz,704.49,15.0,2019-04-01,FCBGA1528,Laptop,1900.0,4800.0,1,4,2,1125,565,Intel,Gaming,1,2
Intel Core i7-8665UE @ 1.70GHz,409.0,15.0,2019-11-01,FCBGA1528,Laptop,1700.0,4400.0,1,4,2,1337,5,Intel,Gaming,1,2
Intel Core i7-870 @ 2.93GHz,229.95,95.0,2009-09-01,LGA1156,Desktop,2930.0,3600.0,1,4,2,1760,2482,Intel,Gaming,1,2
Intel Core i7-8700 @ 3.20GHz,168.89,65.0,2017-10-01,FCLGA1151-2,Desktop,3200.0,4600.0,1,6,2,613,7154,Intel,Gaming,1,2
Intel Core i7-8700B @ 3.20GHz,303.0,65.0,2019-01-01,FCBGA1440,Laptop,3200.0,4600.0,1,6,2,647,123,Intel,Gaming,1,2
Intel Core i7-8700K @ 3.70GHz,329.0,95.0,2017-10-01,FCLGA1151-2,Desktop,3700.0,4700.0,1,6,2,572,12531,Intel,Gaming,1,2
Intel Core i7-8700T @ 2.40GHz,335.0,35.0,2018-03-01,FCLGA1151-2,Desktop,2400.0,4000.0,1,6,2,735,348,Intel,Gaming,1,2
Intel Core i7-8750H @ 2.20GHz,395.0,45.0,2018-04-01,FCBGA1440,Laptop,2200.0,4100.0,1,6,2,750,9904,Intel,Gaming,1,2
Intel Core i7-875K @ 2.93GHz,420.0,95.0,2010-06-01,LGA1156,Desktop,2930.0,3600.0,1,4,2,1764,231,Intel,Gaming,1,2
Intel Core i7-880 @ 3.07GHz,338.97,95.0,2010-07-01,LGA1156,Desktop,3070.0,3730.0,1,4,2,1766,67,Intel,Gaming,1,2
Intel Core i7-8850H @ 2.60GHz,395.0,45.0,2018-04-01,FCBGA1440,Laptop,2600.0,4300.0,1,6,2,736,1281,Intel,Gaming,1,2
Intel Core i7-920 @ 2.67GHz,189.88,130.0,2008-11-01,LGA1366,Desktop,2670.0,2930.0,1,4,2,1875,6113,Intel,Casual / Office,1,0
Intel Core i7-920XM @ 2.00GHz,398.95,55.0,2009-11-01,PGA988B,Laptop,2000.0,3200.0,1,4,2,2253,205,Intel,Casual / Office,1,0
Intel Core i7-930 @ 2.80GHz,25.69,130.0,2010-02-01,LGA1366,Desktop,2800.0,3060.0,1,4,2,1845,1929,Intel,Casual / Office,1,0
Intel Core i7-940 @ 2.93GHz,348.0,130.0,2008-12-01,LGA1366,Desktop,2930.0,3200.0,1,4,2,1830,277,Intel,Casual / Office,1,0
Intel Core i7-950 @ 3.07GHz,271.91,130.0,2009-06-01,LGA1366,Desktop,3070.0,3330.0,1,4,2,1731,3060,Intel,Gaming,1,2
Intel Core i7-960 @ 3.20GHz,22.99,130.0,2009-10-01,LGA1366,Desktop,3200.0,3460.0,1,4,2,1694,1345,Intel,Gaming,1,2
Intel Core i7-970 @ 3.20GHz,520.0,130.0,2010-07-01,LGA1366,Desktop,3200.0,3460.0,1,6,2,1085,378,Intel,Gaming,1,2
Intel Core i7-9700 @ 3.00GHz,284.99,65.0,2019-06-01,FCLGA1151-2,Desktop,3000.0,4700.0,1,8,1,594,1750,Intel,Gaming,1,2
Intel Core i7-9700E @ 2.60GHz,323.0,65.0,2020-11-01,FCLGA1151-2,Desktop,2600.0,4400.0,1,8,1,627,16,Intel,Gaming,1,2
Intel Core i7-9700F @ 3.00GHz,215.36,65.0,2019-06-01,FCLGA1151-2,Desktop,3000.0,4700.0,1,8,1,592,722,Intel,Gaming,1,2
Intel Core i7-9700K @ 3.60GHz,299.99,95.0,2018-10-01,FCLGA1151-2,Desktop,3600.0,4900.0,1,8,1,532,6692,Intel,Gaming,1,2
Intel Core i7-9700KF @ 3.60GHz,278.82,95.0,2019-04-01,FCLGA1151-2,Desktop,3600.0,4900.0,1,8,1,542,540,Intel,Gaming,1,2
Intel Core i7-9700T @ 2.00GHz,323.0,35.0,2019-07-01,FCLGA1151-2,Desktop,2000.0,4300.0,1,8,1,713,83,Intel,Gaming,1,2
Intel Core i7-9700TE @ 1.80GHz,323.0,35.0,2019-12-01,FCLGA1151-2,"Desktop, Laptop",1800.0,3800.0,1,8,1,712,10,Intel,Gaming,1,2
Intel Core i7-975 @ 3.33GHz,458.1,130.0,2009-06-01,LGA1366,Desktop,3330.0,3600.0,1,4,2,1664,375,Intel,Gaming,1,2
Intel Core i7-9750H @ 2.60GHz,960.0,45.0,2019-04-01,FCBGA1440,Laptop,2600.0,4500.0,1,6,2,687,7123,Intel,Gaming,1,2
Intel Core i7-9750HF @ 2.60GHz,395.0,45.0,2020-01-01,FCBGA1440,Laptop,2600.0,4500.0,1,6,2,686,76,Intel,Gaming,1,2
Intel Core i7-980 @ 3.33GHz,549.95,130.0,2011-07-01,LGA1366,Desktop,3330.0,3600.0,1,6,2,1044,248,Intel,Gaming,1,2
Intel Core i7-9800X @ 3.80GHz,305.99,165.0,2018-12-01,FCLGA2066,Desktop,3800.0,4500.0,1,8,2,404,160,Intel,Desain & Streaming,1,1
Intel Core i7-980X @ 3.33GHz,123.0,130.0,2010-03-01,LGA1366,Desktop,3330.0,3600.0,1,6,2,1051,778,Intel,Gaming,1,2
Intel Core i7-9850HL @ 1.90GHz,395.0,25.0,2019-12-01,FCBGA1440,"Desktop, Laptop",1900.0,4100.0,1,6,2,811,1,Intel,Gaming,1,2
Intel Core i7-990X @ 3.47GHz,215.0,130.0,2011-01-01,LGA1366,Desktop,3470.0,3730.0,1,6,2,1006,412,Intel,Gaming,1,2
Intel Core i9-10850K @ 3.60GHz,349.99,125.0,2020-08-01,FCLGA1200,Desktop,3600.0,5100.0,1,10,2,261,1628,Intel,Desain & Streaming,1,1
Intel Core i9-10885H @ 2.40GHz,556.0,45.0,2020-07-01,FCBGA1440,Laptop,2400.0,5300.0,1,8,2,491,374,Intel,Desain & Streaming,1,1
Intel Core i9-10900 @ 2.80GHz,449.35,65.0,2020-05-01,FCLGA1200,Desktop,2800.0,5200.0,1,10,2,333,481,Intel,Desain & Streaming,1,1
Intel Core i9-10900E @ 2.80GHz,444.0,65.0,2021-11-01,FCLGA1200,"Desktop, Mobile/Embedded",2800.0,4700.0,1,10,2,323,1,Intel,Desain & Streaming,1,1
Intel Core i9-10900F @ 2.80GHz,402.99,65.0,2020-07-01,FCLGA1200,Desktop,2800.0,5200.0,1,10,2,325,273,Intel,Desain & Streaming,1,1
Intel Core i9-10900K @ 3.70GHz,370.99,125.0,2020-05-01,FCLGA1200,Desktop,3700.0,5300.0,1,10,2,239,2153,Intel,Desain & Streaming,1,1
Intel Core i9-10900KF @ 3.70GHz,388.38,125.0,2020-06-01,FCLGA1200,Desktop,3700.0,5300.0,1,10,2,247,699,Intel,Desain & Streaming,1,1
Intel Core i9-10900T @ 1.90GHz,339.99,35.0,2020-06-01,FCLGA1200,Desktop,1900.0,4600.0,1,10,2,490,26,Intel,Desain & Streaming,1,1
Intel Core i9-10900TE @ 1.80GHz,444.0,35.0,2021-03-01,FCLGA1200,Mobile/Embedded,1800.0,4500.0,1,10,2,410,1,Intel,Desain & Streaming,1,1
Intel Core i9-10900X @ 3.70GHz,549.99,165.0,2019-12-01,FCLGA2066,Desktop,3700.0,4700.0,1,10,2,269,327,Intel,Desain & Streaming,1,1
Intel Core i9-10920X @ 3.50GHz,612.99,165.0,2019-12-01,FCLGA2066,Desktop,3500.0,4800.0,1,12,2,188,188,Intel,Desain & Streaming,1,1
Intel Core i9-10940X @ 3.30GHz,699.99,165.0,2019-12-01,FCLGA2066,Desktop,3300.0,4800.0,1,14,2,159,138,Intel,Desain & Streaming,1,1
Intel Core i9-10980HK @ 2.40GHz,583.0,45.0,2020-04-01,FCBGA1440,Laptop,2400.0,5300.0,1,8,2,472,268,Intel,Desain & Streaming,1,1
Intel Core i9-10980XE @ 3.00GHz,959.5,165.0,2019-12-01,FCLGA2066,Desktop,3000.0,4800.0,1,18,2,113,381,Intel,Server,1,3
Intel Core i9-11900 @ 2.50GHz,399.99,65.0,2021-04-01,FCLGA1200,Desktop,2500.0,5200.0,1,8,2,254,241,Intel,Desain & Streaming,1,1
Intel Core i9-11900F @ 2.50GHz,399.99,65.0,2021-04-01,FCLGA1200,Desktop,2500.0,5200.0,1,8,2,253,159,Intel,Desain & Streaming,1,1
Intel Core i9-11900H @ 2.50GHz,546.0,45.0,2021-07-01,FCBGA1787,Laptop,2500.0,4900.0,1,8,2,308,371,Intel,Desain & Streaming,1,1
Intel Core i9-11900K @ 3.50GHz,371.99,125.0,2021-01-01,FCLGA1200,Desktop,3500.0,5200.0,1,8,2,197,1466,Intel,Desain & Streaming,1,1
Intel Core i9-11900KB @ 3.30GHz,539.0,65.0,2021-07-01,FCBGA1787,Desktop,3300.0,4900.0,1,8,2,249,39,Intel,Desain & Streaming,1,1
Intel Core i9-11900KF @ 3.50GHz,319.99,125.0,2021-04-01,FCLGA1200,Desktop,3500.0,5300.0,1,8,2,202,355,Intel,Desain & Streaming,1,1
Intel Core i9-11900T @ 1.50GHz,439.0,35.0,2021-05-01,FCLGA1200,Desktop,1500.0,4900.0,1,8,2,396,22,Intel,Desain & Streaming,1,1
Intel Core i9-11950H @ 2.60GHz,556.0,45.0,2021-06-01,FCBGA1787,Laptop,2600.0,5000.0,1,8,2,285,249,Intel,Desain & Streaming,1,1
Intel Core i9-11980HK @ 2.60GHz,583.0,45.0,2021-05-01,FCBGA1787,Laptop,2600.0,5000.0,1,8,2,242,163,Intel,Desain & Streaming,1,1
Intel Core i9-12900,519.99,65.0,2022-02-01,FCLGA1700,Desktop,2400.0,5100.0,1,8,2,95,197,Intel,Desain & Streaming,1,1
Intel Core i9-12900F,515.0,65.0,2022-01-01,FCLGA1700,Desktop,2400.0,5100.0,1,8,2,92,77,Intel,Desain & Streaming,1,1
Intel Core i9-12900H,617.0,45.0,2022-02-01,FCBGA1744,Laptop,2500.0,5000.0,1,6,2,154,581,Intel,Gaming,1,2
Intel Core i9-12900HK,635.0,45.0,2022-01-01,FCBGA1744,Laptop,2500.0,5000.0,1,6,2,150,188,Intel,Gaming,1,2
Intel Core i9-12900HX,606.0,55.0,2022-06-01,FCBGA1964,Laptop,2390.0,5000.0,1,8,2,99,55,Intel,Desain & Streaming,1,1
Intel Core i9-12900K,439.99,241.0,2021-11-01,FCLGA1700,Desktop,3200.0,5200.0,1,8,2,66,3145,Intel,Desain & Streaming,1,1
Intel Core i9-12900KF,417.99,241.0,2021-11-01,FCLGA1700,Desktop,3200.0,5200.0,1,8,2,67,899,Intel,Desain & Streaming,1,1
Intel Core i9-12900KS,502.99,150.0,2022-04-01,LGA 1700,Desktop,3400.0,5500.0,1,8,2,58,380,Intel,Desain & Streaming,1,1
Intel Core i9-12900T,489.0,35.0,2022-01-01,FCLGA1700,Desktop,1400.0,4900.0,1,8,2,124,42,Intel,Desain & Streaming,1,1
Intel Core i9-12950HX,590.0,55.0,2022-05-01,FCBGA1964,Laptop,2500.0,5000.0,1,8,2,121,103,Intel,Desain & Streaming,1,1
Intel Core i9-13900K,649.0,125.0,2022-09-01,FCLGA1700,Desktop,3000.0,5800.0,1,8,2,28,438,Intel,Desain & Streaming,1,1
Intel Core i9-13900KF,574.99,125.0,2022-10-01,FCLGA1700,Desktop,3000.0,5800.0,1,8,2,26,156,Intel,Desain & Streaming,1,1
Intel Core i9-7900X @ 3.30GHz,265.99,140.0,2017-06-01,FCLGA2066,Desktop,3300.0,4500.0,1,10,2,302,1024,Intel,Desain & Streaming,1,1
Intel Core i9-7920X @ 2.90GHz,275.0,140.0,2017-09-01,FCLGA2066,Desktop,2900.0,4400.0,1,12,2,236,317,Intel,Desain & Streaming,1,1
Intel Core i9-7940X @ 3.10GHz,620.0,165.0,2017-09-01,FCLGA2066,Desktop,3100.0,4300.0,1,14,2,190,385,Intel,Desain & Streaming,1,1
Intel Core i9-7960X @ 2.80GHz,265.0,165.0,2017-10-01,FCLGA2066,Desktop,2800.0,4200.0,1,16,2,178,131,Intel,Desain & Streaming,1,1
Intel Core i9-7980XE @ 2.60GHz,899.1,165.0,2017-09-01,FCLGA2066,Desktop,2600.0,4200.0,1,18,2,137,335,Intel,Server,1,3
Intel Core i9-8950HK @ 2.90GHz,583.0,45.0,2018-04-01,FCBGA1440,Laptop,2900.0,4800.0,1,6,2,716,839,Intel,Gaming,1,2
Intel Core i9-9820X @ 3.30GHz,541.83,165.0,2018-12-01,FCLGA2066,Desktop,3300.0,4200.0,1,10,2,355,148,Intel,Desain & Streaming,1,1
Intel Core i9-9880H @ 2.30GHz,556.0,45.0,2019-05-01,FCBGA1440,Laptop,2300.0,4800.0,1,8,2,561,949,Intel,Desain & Streaming,1,1
Intel Core i9-9900 @ 3.10GHz,715.51,65.0,2019-07-01,FCLGA1151-2,Desktop,3100.0,5000.0,1,8,2,451,449,Intel,Desain & Streaming,1,1
Intel Core i9-9900K @ 3.60GHz,698.88,95.0,2018-10-01,FCLGA1151-2,Desktop,3600.0,5000.0,1,8,2,386,10582,Intel,Desain & Streaming,1,1
Intel Core i9-9900KF @ 3.60GHz,409.99,95.0,2019-04-01,FCLGA1151-2,Desktop,3600.0,5000.0,1,8,2,388,1204,Intel,Desain & Streaming,1,1
Intel Core i9-9900KS @ 4.00GHz,894.35,127.0,2019-10-01,FCLGA1151-2,Desktop,4000.0,5000.0,1,8,2,354,414,Intel,Desain & Streaming,1,1
Intel Core i9-9900T @ 2.10GHz,439.0,35.0,2019-11-01,FCLGA1151-2,Desktop,2100.0,4400.0,1,8,2,590,27,Intel,Desain & Streaming,1,1
Intel Core i9-9900X @ 3.50GHz,619.7,165.0,2018-12-01,FCLGA2066,Desktop,3500.0,4500.0,1,10,2,288,175,Intel,Desain & Streaming,1,1
Intel Core i9-9920X @ 3.50GHz,639.99,165.0,2018-12-01,FCLGA2066,Desktop,3500.0,4500.0,1,12,2,204,93,Intel,Desain & Streaming,1,1
Intel Core i9-9940X @ 3.30GHz,849.99,165.0,2018-11-01,FCLGA2066,Desktop,3300.0,4500.0,1,14,2,158,146,Intel,Desain & Streaming,1,1
Intel Core i9-9980HK @ 2.40GHz,583.0,45.0,2019-05-01,FCBGA1440,Laptop,2400.0,5000.0,1,8,2,533,686,Intel,Desain & Streaming,1,1
Intel Core M-5Y10c @ 0.80GHz,281.0,4.5,2015-01-01,FCBGA1234,Laptop,800.0,2000.0,1,2,2,2306,392,Intel,Casual / Office,1,0
Intel Core M-5Y71 @ 1.20GHz,281.0,4.5,2015-01-01,FCBGA1234,Laptop,1200.0,2900.0,1,2,2,2242,245,Intel,Casual / Office,1,0
Intel Core m3-6Y30 @ 0.90GHz,281.0,4.5,2015-10-01,FCBGA1515,Laptop,900.0,2200.0,1,2,2,2172,260,Intel,Casual / Office,1,0
Intel Core m3-8100Y @ 1.10GHz,281.0,5.0,2018-12-01,FCBGA1515,Laptop,1100.0,3400.0,1,2,2,1826,127,Intel,Casual / Office,1,0
Intel Core2 Duo E4300 @ 1.80GHz,42.5,65.0,2009-10-01,LGA775,Desktop,1800.0,0.0,1,2,1,3444,403,Intel,Casual / Office,1,0
Intel Core2 Duo E4400 @ 2.00GHz,42.5,65.0,2008-12-01,LGA775,Desktop,2000.0,0.0,1,2,1,3340,448,Intel,Casual / Office,1,0
Intel Core2 Duo E4500 @ 2.20GHz,11.0,65.0,2008-12-01,LGA775,Desktop,2200.0,0.0,1,2,1,3236,1020,Intel,Casual / Office,1,0
Intel Core2 Duo E4600 @ 2.40GHz,157.95,65.0,2008-12-01,LGA775,Desktop,2400.0,0.0,1,2,1,3130,713,Intel,Casual / Office,1,0
Intel Core2 Duo E4700 @ 2.60GHz,26.99,65.0,2008-12-01,LGA775,Desktop,2600.0,0.0,1,2,1,3174,152,Intel,Casual / Office,1,0
Intel Core2 Duo E6300 @ 1.86GHz,127.61,65.0,2008-11-01,"LGA775, PLGA775",Desktop,1860.0,0.0,1,2,1,3415,1019,Intel,Casual / Office,1,0
Intel Core2 Duo E6320 @ 1.86GHz,39.99,65.0,2008-12-01,PLGA775,Desktop,1860.0,0.0,1,2,1,3275,254,Intel,Casual / Office,1,0
Intel Core2 Duo E6400 @ 2.13GHz,29.94,65.0,2009-03-01,LGA775,Desktop,2130.0,0.0,1,2,1,3227,1041,Intel,Casual / Office,1,0
Intel Core2 Duo E6420 @ 2.13GHz,39.99,65.0,2008-11-01,PLGA775,Desktop,2130.0,0.0,1,2,1,3269,314,Intel,Casual / Office,1,0
Intel Core2 Duo E6550 @ 2.33GHz,13.3,65.0,2008-11-01,LGA775,Desktop,2330.0,0.0,1,2,1,3103,1406,Intel,Casual / Office,1,0
Intel Core2 Duo E6600 @ 2.40GHz,129.95,65.0,2008-11-01,PLGA775,Desktop,2400.0,0.0,1,2,1,3062,1505,Intel,Casual / Office,1,0
Intel Core2 Duo E6700 @ 2.66GHz,29.99,65.0,2010-01-01,LGA775,Desktop,2660.0,0.0,1,2,1,3000,543,Intel,Casual / Office,1,0
Intel Core2 Duo E6750 @ 2.66GHz,10.3,65.0,2008-11-01,LGA775,Desktop,2660.0,0.0,1,2,1,2976,1436,Intel,Casual / Office,1,0
Intel Core2 Duo E6850 @ 3.00GHz,51.2,65.0,2008-11-01,LGA775,Desktop,3000.0,0.0,1,2,1,2851,729,Intel,Casual / Office,1,0
Intel Core2 Duo E7200 @ 2.53GHz,47.0,65.0,2008-12-01,LGA775,Desktop,2530.0,0.0,1,2,1,3017,663,Intel,Casual / Office,1,0
Intel Core2 Duo E7300 @ 2.66GHz,49.51,65.0,2008-11-01,LGA775,Desktop,2660.0,0.0,1,2,1,3015,782,Intel,Casual / Office,1,0
Intel Core2 Duo E7400 @ 2.80GHz,48.99,65.0,2008-12-01,LGA775,Desktop,2800.0,0.0,1,2,1,2988,1292,Intel,Casual / Office,1,0
Intel Core2 Duo E7500 @ 2.93GHz,99.63,65.0,2009-03-01,LGA775,Desktop,2930.0,0.0,1,2,1,2875,2921,Intel,Casual / Office,1,0
Intel Core2 Duo E7600 @ 3.06GHz,119.95,65.0,2009-06-01,LGA775,Desktop,3060.0,0.0,1,2,1,2858,424,Intel,Casual / Office,1,0
Intel Core2 Duo E8200 @ 2.66GHz,75.99,65.0,2008-11-01,LGA775,Desktop,2660.0,0.0,1,2,1,2902,579,Intel,Casual / Office,1,0
Intel Core2 Duo E8300 @ 2.83GHz,19.99,65.0,2008-12-01,LGA775,Desktop,2830.0,0.0,1,2,1,2936,197,Intel,Casual / Office,1,0
Intel Core2 Duo E8400 @ 3.00GHz,140.0,65.0,2008-11-01,LGA775,Desktop,3000.0,0.0,1,2,1,2819,7043,Intel,Casual / Office,1,0
Intel Core2 Duo E8435 @ 3.06GHz,59.99,0.0,2009-03-01,Socket P,Laptop,3060.0,0.0,1,2,1,2832,30,Intel,Casual / Office,1,0
Intel Core2 Duo E8500 @ 3.16GHz,129.95,65.0,2008-11-01,LGA775,Desktop,3160.0,0.0,1,2,1,2756,2404,Intel,Casual / Office,1,0
Intel Core2 Duo E8600 @ 3.33GHz,76.41,65.0,2008-11-01,LGA775,Desktop,3330.0,0.0,1,2,1,2659,726,Intel,Casual / Office,1,0
Intel Core2 Duo P7350 @ 2.00GHz,19.99,25.0,2008-12-01,BGA479,Laptop,2000.0,0.0,1,2,1,3225,491,Intel,Casual / Office,1,0
Intel Core2 Duo P7450 @ 2.13GHz,39.99,25.0,2009-02-01,PGA478,Laptop,2130.0,0.0,1,2,1,3195,450,Intel,Casual / Office,1,0
Intel Core2 Duo P7550 @ 2.26GHz,229.99,25.0,2009-06-01,PGA478,Laptop,2260.0,0.0,1,2,1,3092,119,Intel,Casual / Office,1,0
Intel Core2 Duo P8400 @ 2.26GHz,297.01,25.0,2008-12-01,BGA479,Laptop,2260.0,0.0,1,2,1,3143,1250,Intel,Casual / Office,1,0
Intel Core2 Duo P8600 @ 2.40GHz,49.18,25.0,2008-12-01,BGA479,Laptop,2400.0,0.0,1,2,1,3120,1663,Intel,Casual / Office,1,0
Intel Core2 Duo P8700 @ 2.53GHz,84.95,25.0,2009-03-01,BGA479,Laptop,2530.0,0.0,1,2,1,3011,1319,Intel,Casual / Office,1,0
Intel Core2 Duo P8800 @ 2.66GHz,56.99,25.0,2009-07-01,BGA479,Laptop,2660.0,0.0,1,2,1,3020,214,Intel,Casual / Office,1,0
Intel Core2 Duo P9500 @ 2.53GHz,998.99,25.0,2008-12-01,BGA479,Laptop,2530.0,0.0,1,2,1,2990,94,Intel,Casual / Office,1,0
Intel Core2 Duo P9600 @ 2.53GHz,99.0,25.0,2009-08-01,PGA478,Laptop,2530.0,0.0,1,2,1,2943,36,Intel,Casual / Office,1,0
Intel Core2 Duo SL9400 @ 1.86GHz,253.0,17.0,2009-02-01,BGA956,Laptop,1860.0,0.0,1,2,1,3205,175,Intel,Casual / Office,1,0
Intel Core2 Duo SP9400 @ 2.40GHz,284.0,25.0,2009-03-01,BGA956,Laptop,2400.0,0.0,1,2,1,3032,148,Intel,Casual / Office,1,0
Intel Core2 Duo T5250 @ 1.50GHz,89.95,35.0,2008-12-01,PGA478,Laptop,1500.0,0.0,1,2,1,3493,210,Intel,Casual / Office,1,0
Intel Core2 Duo T5750 @ 2.00GHz,9.99,35.0,2008-12-01,Socket P,Laptop,2000.0,0.0,1,2,1,3304,421,Intel,Casual / Office,1,0
Intel Core2 Duo T5850 @ 2.16GHz,27.79,0.0,2009-03-01,Socket P,Laptop,2160.0,0.0,1,2,1,3301,105,Intel,Casual / Office,1,0
Intel Core2 Duo T6400 @ 2.00GHz,14.99,35.0,2009-02-01,PGA478,Laptop,2000.0,0.0,1,2,1,3274,813,Intel,Casual / Office,1,0
Intel Core2 Duo T6500 @ 2.10GHz,14.99,35.0,2009-06-01,PGA478,Laptop,2100.0,0.0,1,2,1,3250,522,Intel,Casual / Office,1,0
Intel Core2 Duo T6570 @ 2.10GHz,38.5,35.0,2009-03-01,PGA478,Laptop,2100.0,0.0,1,2,1,3239,351,Intel,Casual / Office,1,0
Intel Core2 Duo T6600 @ 2.20GHz,39.97,35.0,2009-02-01,PGA478,Laptop,2200.0,0.0,1,2,1,3214,1148,Intel,Casual / Office,1,0
Intel Core2 Duo T7100 @ 1.80GHz,14.99,35.0,2009-02-01,BGA479,Laptop,1800.0,0.0,1,2,1,3356,307,Intel,Casual / Office,1,0
Intel Core2 Duo T7200 @ 2.00GHz,53.26,34.0,2008-11-01,"PBGA479, PPGA478",Laptop,2000.0,0.0,1,2,1,3253,731,Intel,Casual / Office,1,0
Intel Core2 Duo T7250 @ 2.00GHz,201.48,35.0,2009-02-01,BGA479,Laptop,2000.0,0.0,1,2,1,3292,724,Intel,Casual / Office,1,0
Intel Core2 Duo T7300 @ 2.00GHz,53.99,35.0,2008-12-01,BGA479,Laptop,2000.0,0.0,1,2,1,3299,619,Intel,Casual / Office,1,0
Intel Core2 Duo T7400 @ 2.16GHz,149.95,34.0,2010-07-01,BGA479,Laptop,2160.0,0.0,1,2,1,3284,154,Intel,Casual / Office,1,0
Intel Core2 Duo T7500 @ 2.20GHz,42.99,35.0,2008-11-01,BGA479,Laptop,2200.0,0.0,1,2,1,3149,975,Intel,Casual / Office,1,0
